"0321b706-87b0-4bea-89d3-ec2e7252dc7c",15,1
"0727043a-3121-4055-9cbe-86dced26ed31",15,1
"0743a840-d129-4d30-85dc-6fda3e0dac5c",15,1
"07956edf-34c1-4218-9784-ddbca13e380c",15,1
"08f79439-b8f8-418f-9772-26d81844749e",15,1
"0b8c7302-a5ae-484e-8ba5-397ffeb3b19c",15,1
"0be27d8d-b36a-4c3c-b129-fccc4aa8a17f",15,1
"0c42fded-49e8-4c69-8ade-ba5e76e44b45",15,1
"0c44599f-f788-43fa-ace3-a521f15256ad",15,1
"10d0d310-66dd-4732-9eac-a253fe6b9a47",15,1
"11a5871b-377c-4e01-a655-490a0c40679b",15,1
"16782095-0b7f-4489-8a97-b74f8efef352",15,1
"176d625f-1410-4ad6-a279-9a184fac6507",15,1
"1933e212-213f-461f-aeb5-4a86a4dae003",15,1
"1a67768a-6cd9-4163-b941-752f29c87a8d",15,1
"1fa981d3-4a41-4bf1-ba64-2cd7224a6059",15,1
"209f7479-b3a0-4c27-9602-78babb8d2e99",15,1
"22c59e0b-5b78-4cf5-9c2a-92ccf833778f",15,1
"2a83882c-3e03-4e85-aaac-97fa1d08a772",15,1
"2c1392c5-91a5-4e6e-803d-ed032e4d594b",15,1
"2e6c52da-efc8-4279-b6b5-01e490bcb035",15,1
"32ae984e-5d1e-4497-9a71-7406f78c09f3",15,1
"333406d5-abcc-4629-a33b-395d0662ba1b",15,1
"335c5756-c1ac-4251-af0b-e7354a91c28e",15,1
"34f0f4cb-1ef6-44cd-8cca-1d1e138c0344",15,1
"3507e128-f8a1-4429-951d-2dc98b225118",15,1
"36eada9c-1e97-4b64-94fb-42b6bbc35c4a",15,1
"38ce406d-8253-48f8-a146-8302518c5187",15,1
"3d367fee-514c-4995-95ad-a2a6b3c35270",15,1
"3e2160e9-14a0-4c75-b7b0-fb09051ddb32",15,1
"3ed0d87b-1ce8-452b-9558-fa1923407f16",15,1
"401c4880-5598-44e6-a54b-6ea18e542a72",15,1
"40b8bf3a-1cb5-4ce2-ac25-9410f17130de",15,1
"41c2a75f-29bc-4ffd-a2db-d13f1d020a04",15,1
"423f13ba-e165-4add-9935-d88503e1e761",15,1
"42aacf99-39d1-4299-8557-6cc10ce9e35f",15,1
"44a21b89-f540-4932-bb3d-c5c8d7abdda7",15,1
"45340647-4d3e-4be1-b0e6-e40cc56a438b",15,1
"4624fff2-e78f-4c13-a444-7e50586cb0b3",15,1
"469d96bc-331b-42a8-9938-93ecece2fb5f",15,1
