"47287f15-c480-4c93-8f04-10f57a089c2e",15,1
"47f82d84-03ad-42dd-80ce-f0ac5e353e46",15,1
"4cc198d8-1f27-482d-8f5d-21e02c59797a",15,1
"4d51a22e-74fc-442e-945a-56d02ca12713",15,1
"4f635b35-48c8-43e8-9d74-c01d3c0c74e1",15,1
"4fe22cd8-31e6-491b-bce2-db257668eb92",15,1
"51c523cd-78b0-438f-bba5-19160f648d5f",15,1
"5333de10-a6d4-47ff-ab57-4edb49535739",15,1
"546686cb-4cb1-4107-bbf5-0af943236ad2",15,1
"5621db3f-a9e7-4350-9c6a-0ba04a628947",15,1
"56c1111a-9680-4d34-8cf7-af16ae508a72",15,1
"58095f6b-d937-4871-b3af-5c6a1d9c04b3",15,1
"59fdc845-7165-40f3-a082-21a502b3f0f6",15,1
"5ae88c06-f28c-4fbc-a28c-5eb203a04722",15,1
"5e94685e-e8a0-46a5-83cf-41ccebed62cc",15,1
"601127f6-f962-4745-912c-e246705d36b8",15,1
"63b2dcb1-8c3e-434c-865a-196d4d799706",15,1
"64244678-708f-412a-b9b5-9f47ca05769d",15,1
"65721bc1-87fa-45b9-8b45-ee77c1aab6ac",15,1
"6669d96e-9a7b-4427-a477-f4e76831f593",15,1
"6955b7fb-cdef-4fcf-98ff-fb4e2a331e0f",15,1
"6bdbba38-b4c9-4c14-b869-669b39390e4e",15,1
"6e2f138d-a39d-4bff-b334-9f556311881b",15,1
"6e8e2064-cc16-41a0-a833-9a5afae6e7b0",15,1
"6ef6e8f9-d6e3-46e0-8e5e-2fe7a7c7efbe",15,1
"6efe9126-15ba-468e-a15a-7f9cbb779cf6",15,1
"709bcbca-7238-4c31-8d9e-ec0d54d0b298",15,1
"715af497-ea9d-440e-90eb-5da45a61c1ac",15,1
"72122836-a2f3-4001-9f08-93a7bf011ab1",15,1
"73e4a2ce-96d3-4a76-afe6-ef85146f5e5c",15,1
"74004b11-53dc-475c-8d29-cf52403456cf",15,1
"74fe1060-3069-46b7-9a84-916d87b30e6e",15,1
"75d22bb3-824e-4699-8352-42392af307d1",15,1
"7809131c-747c-4c33-a3ca-13e573a92b66",15,1
"7a35be7b-d693-4433-9b13-8e019adc594e",15,1
"7a899b2d-825c-4929-a769-f4df70bf6a17",15,1
"7cb2b582-1c45-4bb2-8aef-59a71a5a9e94",15,1
"7cfc5264-e27e-4286-9feb-0dda0b074097",15,1
"8190e77f-05ff-4b24-9b09-60bc8d6a6577",15,1
"81c1fe5e-375a-4ca0-a0fe-a3b0d36b0e7c",15,1
"8297592c-3036-434a-9dbb-5f0af804dd13",15,1
"8330afd6-f43a-4955-a704-8f2b963cd0c6",15,1
"8363a43f-d9aa-4196-bde5-2d98ad377e48",15,1
"8c05a4d9-37f9-42ac-8dca-b31480904b51",15,1
"8cbf0743-6671-4064-8166-066908c3dd1d",15,1
"8f54c6ce-fde4-47ef-a106-5c68b4397f99",15,1
"901591cb-a7e9-47c1-96ff-3de7b39b1055",15,1
"90b0e0c8-3121-46ff-b202-9669c16c2df4",15,1
"92691507-b1ce-40d0-87e7-b79e81370511",15,1
"92ed87b4-bdf7-4539-91ec-07334e4917f0",15,1
"986981fa-a744-45d8-81c7-68ef335c79e2",15,1
"9917cf32-0236-4463-9b1d-e8193754ff97",15,1
"9b4fa549-5eab-42df-b6a8-dd042d598191",15,1
"9c2561e6-c5b6-4c88-896e-67b33b8cf6bc",15,1
"9c99b239-50d2-4393-80ec-94dbfaa6ae70",15,1
"9ea57442-b2ff-4799-b147-d683c0583236",15,1
"9ec1f76f-f21d-4f06-8c02-be6745183348",15,1
"a84666a8-4ce5-46e7-9a39-f64a392515e7",15,1
"a8c4a4aa-9953-4865-b18e-8771ceffe33a",15,1
"aa6d7bbe-0418-4a58-a97b-13b50eb0b642",15,1
"aec3ad60-dc8a-42ba-bfee-3b9008b0c91d",15,1
"aec48573-394a-4069-9500-671b188d100a",15,1
"af2a4558-db6e-41b2-aff6-b164d93282a0",15,1
"b1a32db7-e1a8-47d8-a708-987bcbf0636e",15,1
"b2f81beb-4565-4cfe-80a2-456f3d44f461",15,1
"b3a35e69-145f-4cb0-b7f1-0eac8638afbe",15,1
"b443504e-1b25-4565-bad7-2575826c7bb9",15,1
"b5243fc3-176b-44a3-9f1a-ab069a08757a",15,1
"b74a47b5-100d-424f-8432-7668c50458f8",15,1
"ba04c102-e4c1-43a8-9c2f-d1f3c9bf5edf",15,1
"ba347203-3792-41a3-8888-424ead494f21",15,1
"ba9153ce-2acd-4170-a2ab-c8b660614152",15,1
"babc879f-65f4-4de9-a3fc-57debcdb8298",15,1
"bccc50a9-2cd0-4ee0-b4c9-a181b6b0cc7f",15,1
"bd6986a8-e258-46f0-88a9-8f84732f359e",15,1
"bdfe3eed-e415-4b28-8b4d-e50a19235683",15,1
"c6667e4f-f0f6-4416-940a-d03bed75f5a7",15,1
"c775a7d1-a1f7-460b-b1f4-888006058e15",15,1
"c7b4c50b-fe76-430d-8f96-208f15ca4cd7",15,1
"c9b35e70-9a0e-4204-9454-a1f2c58eb0e0",15,1
"c9f1fc97-00c0-492b-a4a3-b179afc2f95d",15,1
"caefbac6-b2a0-4a70-a912-25173eafd7b3",15,1
"cbb1bc1f-b1d6-4639-b892-9b1ff6ed65fb",15,1
"d06d9d83-d1e6-4499-a1ac-6f865159f6b6",15,1
"d1f8eccc-551d-4109-866e-7285435ffd19",15,1
"d4afb641-b074-4388-a154-77f4de84052c",15,1
"d644eb6e-cc49-4834-bc2c-53f6a4ceb451",15,1
"d88c61cb-dbf9-46c3-8795-8896ba1208d5",15,1
"d8f6685d-eb5d-403f-b89a-b8b67900b602",15,1
"dae98fcd-434c-4e58-b891-2a733adac7f6",15,1
"db1baa0c-0ff9-4a86-85b4-5eb87d0a1ed2",15,1
"dca8dfb9-fda0-4eb8-a337-406689ece41a",15,1
"df2f81dc-2346-4bd9-aa3b-aaa2d3873415",15,1
"e1ab1ef1-f4e8-461e-801a-a498e4946fa1",15,1
"e4dd8d84-2bbc-4068-9b93-0250b793b622",15,1
"e574e522-2632-4cd4-8545-c582ac3b641f",15,1
"e658939a-fa5a-4497-b35c-b6fbfa3f6882",15,1
"ea1d684e-c4dd-481b-856e-8331d4f64be2",15,1
"edf13945-1abe-4b61-ac87-68ab949c0a10",15,1
"f07c4821-c964-405f-a5bb-a25293e4b2d7",15,1
"f34c9b03-8802-40b7-9b78-17885f55b43f",15,1
"f52471b8-c962-496e-8634-127337eede01",15,1
"f5e13dad-e326-4b8e-91c7-dc0d6c3bf51d",15,1
"f76514aa-3cc1-4d5f-ba33-d933a36920a4",15,1
"f826da19-e1bd-4494-94c0-1fbea79f4d46",15,1
"f9f3ecff-2d67-4676-8706-9191d67215fc",15,1
"faf5e4b8-3bb9-4a4c-b8fa-2cae5372ba24",15,1
"fbd48dac-0a1a-49c4-8daf-11972b990454",15,1
"fc1dfbfc-90e0-48fa-98f1-39929f823619",15,1
"fd4c1ff9-fbbc-4e72-b695-58876a43ec99",15,1
